State,REGION,SEX,CITY,Zipcode,DISTRICT,VILLAGE,MARITAL_STATUS,Location,Address type,Ownership,No_of_Active_Loan_In_Bureau,Avg_Disbursement_Amount_Bureau,Non_Agriculture_Income,Total_Land_For_Agriculture,"K022-Village category based on Agri parameters (Good, Average, Poor)",K022-Nearest Mandi Name,K022-Proximity to nearest mandi (Km),K022-Proximity to nearest railway (Km),KO22-Village score based on socio-economic parameters (0 to 100),"K022-Village category based on socio-economic parameters (Good, Average, Poor)",K022-Seasonal Average Rainfall (mm),K022-Ambient temperature (min & max),"R022-Village category based on Agri parameters (Good, Average, Poor)",R022-Seasonal Average Rainfall (mm),R022-Ambient temperature (min & max),K021-Seasonal Average Rainfall (mm),K021-Ambient temperature (min & max),R021-Seasonal Average Rainfall (mm),R021-Ambient temperature (min & max),R020-Seasonal Average Rainfall (mm),R020-Ambient temperature (min & max),Perc_of_house_with_6plus_room,Women_15_19_Mothers_or_Pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_Households_with_Pucca_House_That_Has_More_Than_3_Rooms,mat_roof_Metal_GI_Asbestos_sheets,perc_of_Wall_material_with_Burnt_brick,Households_with_improved_Sanitation_Facility,perc_Households_do_not_have_KCC_With_The_Credit_Limit_Of_50k,K022-Total Geographical Area (in Hectares)-,K022-Net Agri area (in Ha)-,K022-Net Agri area (% of total geog area)-,Kharif Seasons  Irrigated area in 2022,Kharif Seasons  Cropping density in 2022,Kharif Seasons  Agricultural performance in 2022,Kharif Seasons  Agricultural Score in 2022,Kharif Seasons  Type of soil in 2022,Kharif Seasons  Type of water bodies in hectares 2022,Kharif Seasons  Agro Ecological Sub Zone in 2022,Kharif Seasons  Seasonal average groundwater thickness (cm) in 2022,Kharif Seasons  Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons  Season Irrigated area in 2022,Rabi Seasons Cropping density in 2022,Rabi Seasons Agricultural performance in 2022,Rabi Seasons Agricultural Score in 2022,Rabi Seasons Type of soil in 2022,Rabi Seasons Type of water bodies in hectares 2022,Rabi Seasons Agro Ecological Sub Zone in 2022,Rabi Seasons Seasonal average groundwater thickness (cm) in 2022,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons Kharif Season Irrigated area in 2021,Rabi Seasons Cropping density in 2021,Rabi Seasons Agricultural performance in 2021,Rabi Seasons Agricultural Score in 2021,Rabi Seasons Type of soil in 2021,Rabi Seasons Type of water bodies in hectares 2021,Rabi Seasons Agro Ecological Sub Zone in 2021,Rabi Seasons Seasonal average groundwater thickness (cm) in 2021,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2021,Kharif Seasons Cropping density in 2021,Kharif Seasons Agricultural performance in 2021,Kharif Seasons Agricultural Score in 2021,Kharif Seasons Type of soil in 2021,Kharif Seasons Type of water bodies in hectares 2021,Kharif Seasons Agro Ecological Sub Zone in 2021,Kharif Seasons Seasonal average groundwater thickness (cm) in 2021,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2020,Kharif Seasons Cropping density in 2020,Kharif Seasons Agricultural performance in 2020,Kharif Seasons Agricultural Score in 2020,Kharif Seasons Type of soil in 2020,Kharif Seasons Type of water bodies in hectares 2020,Kharif Seasons Agro Ecological Sub Zone in 2020,Kharif Seasons Seasonal average groundwater thickness (cm) in 2020,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2020,Rabi Seasons Kharif Season Irrigated area in 2020,Rabi Seasons Cropping density in 2020,Rabi Seasons Agricultural performance in 2020,Rabi Seasons Agricultural Score in 2020,Rabi Seasons Type of soil in 2020,Rabi Seasons Type of water bodies in hectares 2020,Rabi Seasons Agro Ecological Sub Zone in 2020,Rabi Seasons Seasonal average groundwater thickness (cm) in 2020,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2020, Village score based on socio-economic parameters (Non normalised), Village score based on socio-economic parameters (0 to 100)," Village category based on socio-economic parameters (Good, Average, Poor)", Road density (Km/ SqKm),Pred_RandomForest,Pred_DecisionTree,Pred_KNN,BestModelPred,ClusterLabel
MADHYA PRADESH,CENTRAL,M,CHHATARPUR,471001.0,CHHATARPUR,Chhatarpur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,60000.0,10.0,Poor,Chhatarpur,0.0,0.0,48.30969025404276,Average,1275.7,24.73 /32.06,Poor,120.05,15.28 /27.97,842.87,24.96 /32.08,204.19,15.84 /29.06,143.82,15.66 /27.15,4.78,6.59,96.81,4.54,1.09,55.17,55.34,2.75,1986.33,354.89,17.87,56.65,76.05,4.02,17.64,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.71,17.45,37.45,48.9,9.89,12.87,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.13,9.79,51.79,51.65,10.27,23.23,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.15,10.94,37.45,48.9,0.86,8.42,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.92,16.26,51.79,51.65,10.27,18.3,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.44,14.83,54.74,27.28,17.08,18.88,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.28,15.29,31.5016442478343,48.30969025404276,Average,6.08,Low,Low,Low,Low,0
MADHYA PRADESH,CENTRAL,M,CHHATARPUR,471001.0,CHHATARPUR,Chhatarpur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,1.0,80929.0,60000.0,10.0,Poor,Chhatarpur,0.0,0.0,48.30969025404276,Average,1275.7,24.73 /32.06,Poor,120.05,15.28 /27.97,842.87,24.96 /32.08,204.19,15.84 /29.06,143.82,15.66 /27.15,4.78,6.59,96.81,4.54,1.09,55.17,55.34,2.75,1986.33,354.89,17.87,56.65,76.05,4.02,17.64,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.71,17.45,37.45,48.9,9.89,12.87,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.13,9.79,51.79,51.65,10.27,23.23,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.15,10.94,37.45,48.9,0.86,8.42,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.92,16.26,51.79,51.65,10.27,18.3,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.44,14.83,54.74,27.28,17.08,18.88,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.28,15.29,31.5016442478343,48.30969025404276,Average,6.08,Low,Low,Low,Low,0
UTTAR PRADESH,NORTH,M,SASNI,204102.0,MAHAMAYA NAGAR,Chhatarpur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,6.0,67990.6666666666,267000.0,8.0,Poor,Chhatarpur,0.0,0.0,48.30969025404276,Average,1275.7,24.73 /32.06,Poor,120.05,15.28 /27.97,842.87,24.96 /32.08,204.19,15.84 /29.06,143.82,15.66 /27.15,3.58,5.7,94.9,13.52,1.97,91.6,73.3,7.59,1986.33,354.89,17.87,56.65,76.05,4.02,17.64,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.71,17.45,37.45,48.9,9.89,12.87,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.13,9.79,51.79,51.65,10.27,23.23,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.15,10.94,37.45,48.9,0.86,8.42,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.92,16.26,51.79,51.65,10.27,18.3,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.44,14.83,54.74,27.28,17.08,18.88,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.28,15.29,31.5016442478343,48.30969025404276,Average,6.08,Low,Low,Low,Low,3
CHATTISGARH,CENTRAL,M,KUSMI,497224.0,BALRAMPUR,Chhatarpur,M,"23.889067,83.5456401",Permanent Address,Owned,1.0,0.0,878000.0,5.0,Poor,Chhatarpur,0.0,0.0,48.30969025404276,Average,1275.7,24.73 /32.06,Poor,120.05,15.28 /27.97,842.87,24.96 /32.08,204.19,15.84 /29.06,143.82,15.66 /27.15,1.29,9.1,97.9,0.44,0.0,1.72,57.3,0.21,1986.33,354.89,17.87,56.65,76.05,4.02,17.64,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.71,17.45,37.45,48.9,9.89,12.87,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.13,9.79,51.79,51.65,10.27,23.23,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.15,10.94,37.45,48.9,0.86,8.42,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.92,16.26,51.79,51.65,10.27,18.3,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.44,14.83,54.74,27.28,17.08,18.88,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.28,15.29,31.5016442478343,48.30969025404276,Average,6.08,Very High,High,Low,High,0
ASSAM,EAST,M,CHHAYGAON,781124.0,KAMRUP,Kaimari,M,"26.1779834,91.74569",Permanent Address,Owned,0.0,130000.0,0.0,4.0,Poor,Sabalgarh,3.5,0.6,43.98788663871077,Average,1237.27,24.75 /32.29,Average,146.67,14.48 /27.11,921.61,25.36 /32.82,104.91,14.61 /27.87,193.16,14.48 /26.18,4.83,15.7,94.8,11.53,87.94,25.93,68.7,0.86,242.18,186.32,76.93,46.56,58.29,40.47,30.58,Mixed Red and Black Soils,[None],NORTHERN PLAIN (AND CENTRAL HIGHLANDS) INCLUDING ARAVALLIS  HOT SEMI-ARID EGO-REGION,52.63,13.29,95.62,46.78,37.88,36.45,Mixed Red and Black Soils,[None],NORTHERN PLAIN (AND CENTRAL HIGHLANDS) INCLUDING ARAVALLIS  HOT SEMI-ARID EGO-REGION,50.52,9.07,92.7,89.44,30.73,45.49,Mixed Red and Black Soils,[None],NORTHERN PLAIN (AND CENTRAL HIGHLANDS) INCLUDING ARAVALLIS  HOT SEMI-ARID EGO-REGION,46.48,4.37,95.62,46.78,20.1,26.97,Mixed Red and Black Soils,[None],NORTHERN PLAIN (AND CENTRAL HIGHLANDS) INCLUDING ARAVALLIS  HOT SEMI-ARID EGO-REGION,54.01,16.65,92.7,89.44,14.14,29.8,Mixed Red and Black Soils,[None],NORTHERN PLAIN (AND CENTRAL HIGHLANDS) INCLUDING ARAVALLIS  HOT SEMI-ARID EGO-REGION,49.32,10.16,92.48,72.12,40.62,36.05,Mixed Red and Black Soils,[None],NORTHERN PLAIN (AND CENTRAL HIGHLANDS) INCLUDING ARAVALLIS  HOT SEMI-ARID EGO-REGION,52.86,12.08,28.8349241754744,43.98788663871077,Average,0.0,Medium,Very High,Low,Very High,0
TELANGANA,SOUTH,F,SHABAD,509217.0,RANGAREDDY,Maddur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,0.0,5.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,1.21,5.8,99.6,14.93,21.04,36.8,76.2,2.34,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,Medium,Medium,High,Medium,0
ANDHRA PRADESH,SOUTH,M,PAMULAPADU,518533.0,KURNOOL,Maddur,M,"15.8062678,78.0384131",Permanent Address,Owned,2.0,196778.0,200000.0,20.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,0.19,12.4,99.9,1.25,2.9,3.21,73.5,0.68,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,High,High,High,High,0
KARNATAKA,SOUTH,M,MADDUR,571428.0,MANDYA,Maddur,S,"12.5760861,77.1014313",Current Address,Parental,7.0,361641.428571428,60000.0,5.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,0.9,5.9,98.4,4.78,7.92,52.06,86.7,0.41,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,High,Medium,High,Medium,0
TELANGANA,SOUTH,M,KOSGI,509411.0,MAHBUBNAGAR,Maddur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,2.0,125000.0,100000.0,15.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,1.62,5.8,99.6,3.28,2.12,5.75,76.2,6.66,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,Low,Medium,Low,Medium,0
TELANGANA,SOUTH,F,ITIKYAL,509128.0,JOGULAMBA,Maddur,M,"15.9178833,77.8889034",Permanent Address,Owned,1.0,337000.0,360000.0,6.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,0.33,5.8,99.6,1.69,4.13,23.5,76.2,0.89,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,High,Medium,Low,Medium,0
TELANGANA,SOUTH,M,KOSGI,509411.0,MAHBUBNAGAR,Maddur,M,"16.7708013,77.9615843",Permanent Address,Owned,1.0,58000.0,0.0,18.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,1.62,5.8,99.6,3.28,2.12,5.75,76.2,6.66,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,Low,Low,Low,Low,0
TELANGANA,SOUTH,M,KOSGI,509411.0,MAHBUBNAGAR,Maddur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,100000.0,10.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,1.62,5.8,99.6,3.28,2.12,5.75,76.2,6.66,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,Low,Low,Low,Low,0
TELANGANA,SOUTH,M,MADDUR,506367.0,SIDDIPET,Maddur,M,"18.0945226,78.8560988",Permanent Address,Owned,1.0,35000.0,120000.0,5.0,Poor,Maddur,0.0,0.0,49.15851683997762,Average,1050.15,20.59 /27.71,Poor,324.01,18.84 /29.2,660.45,21.17 /28.1,208.44,18.82 /29.81,115.74,19.84 /30.84,0.36,5.8,99.6,5.02,7.27,38.36,76.2,0.72,948.78,433.35,45.67,23.36,39.81,8.86,11.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.37,18.17,78.74,20.91,8.54,20.08,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,103.66,28.19,87.03,29.84,11.7,31.04,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,94.73,15.73,78.74,20.91,23.38,25.86,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,95.09,16.63,2.23,10.94,17.85,11.68,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,92.11,37.28,84.15,12.19,20.0,25.76,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.62,21.54,32.0254030985685,49.15851683997762,Average,11.99,High,Low,High,Low,0
